Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-86987,RHEL 7 : pacemaker (RHSA-2015:2383),CVE-2015-1867,qualys-351001,Amazon Linux Security Advisory for jasper: ALAS-2017-836,"CVE-2016-1025, CVE-2016-2089, CVE-2016-9388, CVE-2016-9389, CVE-2016-9394, CVE-2016-8654, CVE-2016-9391, CVE-2016-9390, CVE-2016-9393, CVE-2016-9392, CVE-2015-5203, CVE-2016-8884, CVE-2016-8885, CVE-2016-8883, CVE-2016-9387, CVE-2016-1024, CVE-2016-1577, CVE-2016-9262, CVE-2016-9600, CVE-2016-1867, CVE-2016-2116, CVE-2016-9591, CVE-2016-9560, CVE-2015-5221, CVE-2016-9583, CVE-2016-8693, CVE-2016-8692, CVE-2016-8691, CVE-2016-8690",0.7999999999999999
nessus-86988,RHEL 7 : wireshark (RHSA-2015:2393),"CVE-2014-8710, CVE-2014-8711, CVE-2014-8712, CVE-2014-8713, CVE-2014-8714, CVE-2015-0562, CVE-2015-0563, CVE-2015-0564, CVE-2015-2188, CVE-2015-2189, CVE-2015-2191, CVE-2015-3182, CVE-2015-3810, CVE-2015-3811, CVE-2015-3812, CVE-2015-3813, CVE-2015-6243, CVE-2015-6244, CVE-2015-6245, CVE-2015-6246, CVE-2015-6248",qualys-350977,Amazon Linux Security Advisory for wireshark: ALAS-2017-813,"CVE-2013-4075, CVE-2015-3811, CVE-2015-3813, CVE-2015-3812",0.7033333333333333
nessus-86989,RHEL 7 : grub2 (RHSA-2015:2401),CVE-2015-5281,qualys-124691,Red Hat Update for sos (RHSA-2016:0152),CVE-2015-7529,0.682
nessus-86990,RHEL 7 : autofs (RHSA-2015:2417),CVE-2014-8169,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.7000000000000001
nessus-86991,RHEL 7 : unbound (RHSA-2015:2455),CVE-2014-8602,qualys-350762,Amazon Linux Security Advisory for squid: AL2012-2015-070,CVE-2014-0128,0.6833333333333332
nessus-86992,Scientific Linux Security Update : postgresql on SL7.x srpm/x86_64,"CVE-2015-5288, CVE-2015-5289",qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.6933333333333334
nessus-86993,Ubuntu 12.04 LTS / 14.04 LTS / 15.04 / 15.10 : libpng vulnerabilities (USN-2815-1),"CVE-2012-3425, CVE-2015-7981, CVE-2015-8126",qualys-196657,Ubuntu Security Notification for Linux Vulnerabilities (USN-3160-1),"CVE-2016-6213, CVE-2016-7916",0.664
nessus-86994,SolarWinds DameWare Mini Remote Control < 12.0 Hotfix 1 DWRCC.exe RCE,CVE-2015-8220,qualys-119362,Novell File Reporter Engine RECORD Element Processing Buffer Overflow Vulnerability,CVE-2011-2220,0.69
nessus-86995,SolarWinds DameWare Mini Remote Control < 12.0 Hotfix 2 SSLv3 Padding Oracle On Downgraded Legacy Encryption (POODLE),CVE-2014-3566,qualys-122758,Google Chrome SSL 3.0 Information Disclosure Vulnerability (POODLE),CVE-2014-3566,0.8133333333333334
nessus-86997,IBM WebSphere Portal Unspecified DoS,CVE-2015-7419,qualys-86914,Zope Unspecified Denial of Service Vulnerability,CVE-2010-3198,0.6866666666666666
nessus-86998,Debian DSA-3401-1 : openjdk-7 - security update,CVE-2015-4871,qualys-175338,Debian Security Update for iceweasel (DSA 3201-1),"CVE-2015-0817, CVE-2015-0818",0.776
nessus-86999,FreeBSD : a2ps -- format string vulnerability,CVE-2015-8107,qualys-38288,SX Design sipd Remote Format String Vulnerability,,0.79
nessus-87000,FreeBSD : libxml2 -- multiple vulnerabilities,"CVE-2015-5312, CVE-2015-7497, CVE-2015-7498, CVE-2015-7499, CVE-2015-7500, CVE-2015-7941, CVE-2015-7942, CVE-2015-8035, CVE-2015-8241, CVE-2015-8242",qualys-124725,Fedora Security Update for mingw-libxml2 (FEDORA-2016-a9ee80b01d),"CVE-2015-7941, CVE-2015-7942, CVE-2015-8035",0.8033333333333333
nessus-87001,FreeBSD : libxslt -- DoS vulnerability due to type confusing error,CVE-2015-7995,qualys-196767,Ubuntu Security Notification for Libxslt Vulnerabilities (USN-3271-1),"CVE-2015-7995, CVE-2016-1683, CVE-2016-1684, CVE-2016-1841, CVE-2016-4738, CVE-2017-5029",0.8266666666666667
nessus-87002,FreeBSD : kibana4 -- CSRF vulnerability,CVE-2015-8131,qualys-124631,F5 BIG-IP ASM OpenSSL Information Disclosure Vulnerability (SOL12824341),CVE-2015-3195,0.7266666666666666
nessus-87003,openSUSE Security Update : krb5,CVE-2015-2698,qualys-175344,Debian Security Update for shibboleth-sp2 (DSA 3207-1),CVE-2015-2684,0.7766666666666667
nessus-87004,openSUSE Security Update : libksba,,qualys-115906,Linux libxml2 Security Update,CVE-2008-3281,0.72
nessus-87005,openSUSE Security Update : Chromium,CVE-2015-1302,qualys-256195,CentOS Security Update for openssh (CESA-2017:0641),CVE-2015-8325,0.77
nessus-87006,openSUSE Security Update : miniupnpc,CVE-2015-6031,qualys-170030,OpenSUSE Security Update for dpkg (openSUSE-SU-2017:1205-1),CVE-2015-0860,0.7633333333333333
nessus-87007,SUSE SLED12 / SLES12 Security Update : xscreensaver (SUSE-SU-2015:2053-1),CVE-2015-8025,qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.7533333333333334
nessus-87008,SUSE SLED11 / SLES11 Security Update : xscreensaver (SUSE-SU-2015:2054-1),CVE-2015-8025,qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.75
nessus-87009,SUSE SLED12 / SLES12 Security Update : Recommended update for libksba,,qualys-175190,Debian Security Update for Horde3 (DSA-1765),"CVE-2009-0932, CVE-2008-3330, CVE-2008-5917",0.5566666666666666
nessus-87010,SUSE SLED11 / SLES11 Security Update : ntp,"CVE-2015-7691, CVE-2015-7692, CVE-2015-7701, CVE-2015-7702, CVE-2015-7703, CVE-2015-7704, CVE-2015-7705, CVE-2015-7848, CVE-2015-7849, CVE-2015-7850, CVE-2015-7851, CVE-2015-7852, CVE-2015-7853, CVE-2015-7854, CVE-2015-7855, CVE-2015-7871",qualys-10557,PostNuke Caselist Arbitrary Module Include Vulnerability,CVE-2002-2015,0.65
nessus-87011,Oracle WebLogic Java Object Deserialization RCE,CVE-2015-4852,qualys-370457,Hancom Hangul Word Processor Type Confusion Remote Code Execution Vulnerability,CVE-2015-6585,0.6933333333333334
nessus-87012,Citrix XenServer Multiple Infinite Loop Guest-to-Host DoS (CTX202583),"CVE-2015-5307, CVE-2015-8104",qualys-11714,X2Engine X2CRM Arbitrary File Upload Vulnerability,CVE-2015-5074,0.68
nessus-87013,Dell eDellRoot / DSDTestProvider Root CA Certificates Installed,,qualys-256216,CentOS Security Update for ghostscript (CESA-2017:1230),CVE-2017-8291,0.4833333333333334
nessus-87014,Amazon Linux AMI : kernel (ALAS-2015-610),CVE-2015-7872,qualys-350010,Amazon Linux Security Advisory for krb5: ALAS-2016-691,"CVE-2015-8560, CVE-2010-5325",0.768
nessus-87014,Amazon Linux AMI : kernel (ALAS-2015-610),,qualys-350011,Amazon Linux Security Advisory for foomatic: ALAS-2016-690,,0.768
nessus-87015,Amazon Linux AMI : libpng (ALAS-2015-611),CVE-2015-8126,qualys-350010,Amazon Linux Security Advisory for krb5: ALAS-2016-691,"CVE-2015-8629, CVE-2015-8630, CVE-2015-8631",0.764
nessus-87016,Amazon Linux AMI : ganglia (ALAS-2015-612),CVE-2015-6816,qualys-350972,Amazon Linux Security Advisory for tomcat7: AL2012-2017-161,"CVE-2016-6816, CVE-2016-5018, CVE-2016-0714, CVE-2015-5174, CVE-2015-5351, CVE-2015-5345, CVE-2016-6794, CVE-2016-6796, CVE-2016-6797, CVE-2016-1240, CVE-2016-3092, CVE-2016-0706, CVE-2016-0763, CVE-2016-0762, CVE-2016-8735, CVE-2016-8745, CVE-2016-5388",0.8133333333333334
nessus-87017,openSUSE Security Update : docker,"CVE-2014-8178, CVE-2014-8179",qualys-122778,CentOS Security Update for openssl (CESA-2014:1653),CVE-2014-3566,0.7333333333333334
nessus-87018,Oracle Linux 7 : binutils (ELSA-2015-2079),"CVE-2014-8484, CVE-2014-8485, CVE-2014-8501, CVE-2014-8502, CVE-2014-8503, CVE-2014-8504, CVE-2014-8737, CVE-2014-8738",qualys-350982,Amazon Linux Security Advisory for cacti: ALAS-2017-817,CVE-2014-4000,0.66
nessus-87019,Oracle Linux 7 : openssh (ELSA-2015-2088),"CVE-2015-5600, CVE-2015-6563, CVE-2015-6564",qualys-350850,Amazon Linux Security Advisory for openssh: AL2012-2016-133,"CVE-2016-0777, CVE-2016-0778, CVE-2015-5600, CVE-2016-3115, CVE-2015-6563, CVE-2016-1908, CVE-2015-6564",0.8366666666666666
nessus-87020,Oracle Linux 7 : python (ELSA-2015-2101),"CVE-2013-1752, CVE-2013-1753, CVE-2014-4616, CVE-2014-4650, CVE-2014-7185",qualys-350781,Amazon Linux Security Advisory for python-jinja2: AL2012-2015-050,CVE-2014-1402,0.6666666666666666
nessus-87021,Oracle Linux 7 : cpio (ELSA-2015-2108),CVE-2014-9112,qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,CVE-2014-2913,0.7166666666666667
nessus-87022,Oracle Linux 7 : grep (ELSA-2015-2111),CVE-2015-1345,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-1349,0.7566666666666667
nessus-87023,Oracle Linux 7 : openldap (ELSA-2015-2131),CVE-2015-3276,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-3226,0.7133333333333334
nessus-87024,Oracle Linux 7 : libssh2 (ELSA-2015-2140),CVE-2015-1782,qualys-350845,Amazon Linux Security Advisory for rpcbind: AL2012-2016-127,CVE-2015-7236,0.7000000000000001
nessus-87025,Oracle Linux 7 : xfsprogs (ELSA-2015-2151),CVE-2012-2150,qualys-350898,Amazon Linux Security Advisory for libarchive: AL2012-2016-151,CVE-2016-6250,0.7000000000000001
nessus-87026,Oracle Linux 7 : krb5 (ELSA-2015-2154),"CVE-2014-5355, CVE-2015-2694",qualys-350820,Amazon Linux Security Advisory for procmail: AL2012-2014-011,CVE-2014-3618,0.6699999999999999
nessus-87027,Oracle Linux 7 : file (ELSA-2015-2155),"CVE-2014-0207, CVE-2014-0237, CVE-2014-0238, CVE-2014-3478, CVE-2014-3479, CVE-2014-3480, CVE-2014-3487, CVE-2014-3538, CVE-2014-3587, CVE-2014-3710, CVE-2014-8116, CVE-2014-8117, CVE-2014-9652, CVE-2014-9653",qualys-350812,Amazon Linux Security Advisory for file: AL2012-2015-019,"CVE-2014-0237, CVE-2014-0235, CVE-2014-3538, CVE-2014-1943, CVE-2013-7345, CVE-2014-3587, CVE-2014-0207, CVE-2014-0238, CVE-2014-3478, CVE-2014-3479, CVE-2014-3487, CVE-2014-3480, CVE-2014-2270, CVE-2012-1571, CVE-2014-3710",0.7399999999999999
nessus-87028,Oracle Linux 7 : curl (ELSA-2015-2159),"CVE-2014-3613, CVE-2014-3707, CVE-2014-8150, CVE-2015-3143, CVE-2015-3148",qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,CVE-2014-4000,0.6566666666666666
nessus-87028,Oracle Linux 7 : curl (ELSA-2015-2159),,qualys-350771,Amazon Linux Security Advisory for xalan-j2: AL2012-2015-060,,0.6566666666666666
nessus-87028,Oracle Linux 7 : curl (ELSA-2015-2159),,qualys-350820,Amazon Linux Security Advisory for procmail: AL2012-2014-011,,0.6566666666666666
nessus-87028,Oracle Linux 7 : curl (ELSA-2015-2159),,qualys-350982,Amazon Linux Security Advisory for cacti: ALAS-2017-817,,0.6566666666666666
nessus-87029,Oracle Linux 7 : rubygem-bundler / rubygem-thor (ELSA-2015-2180),CVE-2013-0334,qualys-121392,Kingsoft Writer WPS Font Names Buffer Overflow Vulnerability,CVE-2013-3934,0.7333333333333334
nessus-87030,Oracle Linux 7 : ntp (ELSA-2015-2231),"CVE-2014-9297, CVE-2014-9298, CVE-2014-9750, CVE-2014-9751, CVE-2015-1798, CVE-2015-1799, CVE-2015-3405",qualys-350820,Amazon Linux Security Advisory for procmail: AL2012-2014-011,CVE-2014-3618,0.66
nessus-87031,Oracle Linux 7 : rest (ELSA-2015-2237),CVE-2015-2675,qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-7575,0.7133333333333334
nessus-87031,Oracle Linux 7 : rest (ELSA-2015-2237),,qualys-350846,Amazon Linux Security Advisory for gnutls: AL2012-2016-128,,0.7133333333333334
nessus-87032,Oracle Linux 7 : chrony (ELSA-2015-2241),"CVE-2015-1821, CVE-2015-1822, CVE-2015-1853",qualys-175362,Debian Security Update for chrony (DSA 3222-1),"CVE-2015-1821, CVE-2015-1822, CVE-2015-1853",0.656
nessus-87033,Oracle Linux 7 : netcf (ELSA-2015-2248),CVE-2014-8119,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.7200000000000001
nessus-87034,Oracle Linux 7 : net-snmp (ELSA-2015-2345),CVE-2014-3565,qualys-350819,Amazon Linux Security Advisory for axis: AL2012-2014-012,CVE-2014-3566,0.7433333333333333
nessus-87034,Oracle Linux 7 : net-snmp (ELSA-2015-2345),,qualys-350824,Amazon Linux Security Advisory for nss: AL2012-2014-007,,0.7433333333333333
nessus-87035,Oracle Linux 7 : cups-filters,"CVE-2015-3258, CVE-2015-3279",qualys-43247,Cisco IOS Local Security Bypass Vulnerability,CVE-2011-3289,0.6433333333333334
nessus-87036,Oracle Linux 7 : openhpi (ELSA-2015-2369),CVE-2015-3248,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.6966666666666667
nessus-87037,Oracle Linux 7 : squid (ELSA-2015-2378),CVE-2015-3455,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-0235,0.7066666666666667
nessus-87037,Oracle Linux 7 : squid (ELSA-2015-2378),,qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,,0.7066666666666667
nessus-87038,Oracle Linux 7 : wireshark (ELSA-2015-2393),"CVE-2014-8710, CVE-2014-8711, CVE-2014-8712, CVE-2014-8713, CVE-2014-8714, CVE-2015-0562, CVE-2015-0563, CVE-2015-0564, CVE-2015-2188, CVE-2015-2189, CVE-2015-2191, CVE-2015-3182, CVE-2015-3810, CVE-2015-3811, CVE-2015-3812, CVE-2015-3813, CVE-2015-6243, CVE-2015-6244, CVE-2015-6245, CVE-2015-6246, CVE-2015-6248",qualys-350977,Amazon Linux Security Advisory for wireshark: ALAS-2017-813,"CVE-2013-4075, CVE-2015-3811, CVE-2015-3813, CVE-2015-3812",0.7399999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),CVE-2015-5281,qualys-87231,Apache Tomcat Information Disclosure Vulnerability,CVE-2017-8108,0.6699999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),,qualys-124691,Red Hat Update for sos (RHSA-2016:0152),,0.6699999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),,qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,,0.6699999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,,0.6699999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),,qualys-350988,Amazon Linux Security Advisory for util-linux: ALAS-2017-823,,0.6699999999999999
nessus-87039,Oracle Linux 7 : grub2 (ELSA-2015-2401),,qualys-351018,Amazon Linux Security Advisory for lynis: ALAS-2017-847,,0.6699999999999999
nessus-87040,Oracle Linux 7 : autofs (ELSA-2015-2417),CVE-2014-8169,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-7810,0.71
nessus-87040,Oracle Linux 7 : autofs (ELSA-2015-2417),,qualys-350838,Amazon Linux Security Advisory for tomcat6: AL2012-2016-120,,0.71
nessus-87041,Oracle Linux 7 : unbound (ELSA-2015-2455),CVE-2014-8602,qualys-350790,Amazon Linux Security Advisory for openssl098e: AL2012-2015-041,CVE-2014-0224,0.7066666666666667
nessus-87042,Oracle Linux 6 : libreport (ELSA-2015-2504),CVE-2015-5302,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.7566666666666667
nessus-87043,RHEL 7 : Red Hat Ceph Storage 1.3.1,CVE-2015-5245,qualys-124691,Red Hat Update for sos (RHSA-2016:0152),CVE-2015-7529,0.6900000000000001
nessus-87044,RHEL 5 / 6 : JBoss EAP (RHSA-2015:2500),CVE-2015-7501,qualys-351041,Amazon Linux Security Advisory for nss: AL2012-2017-185,CVE-2017-7502,0.69
nessus-87045,RHEL 6 : libreport (RHSA-2015:2504),CVE-2015-5302,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.7366666666666667
nessus-87046,RHEL 7 : abrt and libreport,"CVE-2015-5273, CVE-2015-5287, CVE-2015-5302",qualys-10557,PostNuke Caselist Arbitrary Module Include Vulnerability,CVE-2002-2015,0.64
nessus-87047,RHEL 6 / 7 : java-1.7.1-ibm,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4810, CVE-2015-4835, CVE-2015-4840, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4871, CVE-2015-4872, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4902, CVE-2015-4903, CVE-2015-5006",qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.6166666666666667
nessus-87048,RHEL 5 : java-1.7.0-ibm (RHSA-2015:2507),"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4810, CVE-2015-4835, CVE-2015-4840, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4871, CVE-2015-4872, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4902, CVE-2015-4903, CVE-2015-5006",qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-0235,0.6366666666666667
nessus-87049,RHEL 5 / 6 : java-1.6.0-ibm,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4902, CVE-2015-4903, CVE-2015-5006",qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.6166666666666667
nessus-87050,RHEL 7 : java-1.8.0-ibm (RHSA-2015:2509),"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4810, CVE-2015-4835, CVE-2015-4840, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4871, CVE-2015-4872, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4902, CVE-2015-4903, CVE-2015-5006",qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-0235,0.6366666666666667
nessus-87051,SUSE SLED12 / SLES12 Security Update : dracut (SUSE-SU-2015:2065-1),CVE-2015-0794,qualys-11714,X2Engine X2CRM Arbitrary File Upload Vulnerability,CVE-2015-5074,0.71
nessus-87052,Centreon 2.6.x < 2.6.2 File Upload RCE,,qualys-116477,Debian Update for ctorrent (DSA-1817-1),"CVE-2013-4130, CVE-2013-4282",0.5033333333333333
nessus-87052,Centreon 2.6.x < 2.6.2 File Upload RCE,,qualys-175254,Debian Security Update for spice (DSA-2839-1),,0.5033333333333333
nessus-87053,Centreon 2.6.x < 2.6.5 Multiple Vulnerabilities,,qualys-38278,CVS Multiple Vulnerabilities,,0.71
nessus-87053,Centreon 2.6.x < 2.6.5 Multiple Vulnerabilities,,qualys-86652,HP Web JetAdmin Multiple Vulnerabilities,,0.71
nessus-87054,Centreon 2.6.6 Multiple XSRF Vulnerabilities,,qualys-86788,Apache 2.x Multiple Vulnerabilities,"CVE-2007-6420, CVE-2008-2364",0.78
nessus-87056,Debian DLA-346-1 : openjdk-6 security update,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-350842,Amazon Linux Security Advisory for nspr nss-util nss: AL2012-2016-124,CVE-2015-7575,0.6633333333333333
nessus-87057,Debian DSA-3402-1 : symfony - security update,"CVE-2015-8124, CVE-2015-8125",qualys-175244,Debian Security Update for Sympa (DSA-2477),CVE-2012-2352,0.66
nessus-87058,Debian DSA-3403-1 : libcommons-collections3-java - security update,,qualys-176018,Debian Security Update for mysql-connector-java (DSA 3840-1),CVE-2017-3523,0.6466666666666666
nessus-87059,Fedora 23 : sblim-sfcb-1.4.9-4.fc23,CVE-2015-5185,qualys-122681,Fedora Security Update for net-snmp (FEDORA-2014-1009),CVE-2014-3565,0.704
nessus-87060,Fedora 22 : sblim-sfcb-1.4.9-2.fc22,CVE-2015-5185,qualys-350846,Amazon Linux Security Advisory for gnutls: AL2012-2016-128,CVE-2015-7575,0.7066666666666667
nessus-87061,Fedora 21 : sblim-sfcb-1.4.8-5.fc21,CVE-2015-5185,qualys-122684,Fedora Security Update for qemu (FEDORA-2014-1044),CVE-2014-3615,0.734
nessus-87062,Scientific Linux Security Update : libreport on SL6.x i386/x86_64,CVE-2015-5302,qualys-157466,Oracle Enterprise Linux Security Update for nss (ELSA-2017-1365),CVE-2017-7502,0.7533333333333333
nessus-87062,Scientific Linux Security Update : libreport on SL6.x i386/x86_64,,qualys-157468,Oracle Enterprise Linux Security Update for nss (ELSA-2017-1364),,0.7533333333333333
nessus-87063,SUSE SLES10 Security Update : Mozilla Firefox (SUSE-SU-2015:2081-1),"CVE-2015-4473, CVE-2015-4474, CVE-2015-4475, CVE-2015-4478, CVE-2015-4479, CVE-2015-4484, CVE-2015-4485, CVE-2015-4486, CVE-2015-4487, CVE-2015-4488, CVE-2015-4489, CVE-2015-4491, CVE-2015-4492, CVE-2015-4497, CVE-2015-4498, CVE-2015-4500, CVE-2015-4501, CVE-2015-4506, CVE-2015-4509, CVE-2015-4511, CVE-2015-4513, CVE-2015-4517, CVE-2015-4519, CVE-2015-4520, CVE-2015-4521, CVE-2015-4522, CVE-2015-7174, CVE-2015-7175, CVE-2015-7176, CVE-2015-7177, CVE-2015-7180, CVE-2015-7181, CVE-2015-7182, CVE-2015-7183, CVE-2015-7188, CVE-2015-7189, CVE-2015-7193, CVE-2015-7194, CVE-2015-7196, CVE-2015-7197, CVE-2015-7198, CVE-2015-7199, CVE-2015-7200",qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.6566666666666666
nessus-87064,SUSE SLED12 / SLES12 Security Update : LibVNCServer (SUSE-SU-2015:2088-1),"CVE-2014-6051, CVE-2014-6052, CVE-2014-6053, CVE-2014-6054, CVE-2014-6055",qualys-43370,D-Link Router DIR-100 Multiple Vulnerabilities,"CVE-2013-7051, CVE-2013-7052, CVE-2013-7053, CVE-2013-7054, CVE-2013-7055",0.6699999999999999
nessus-87065,Ubuntu 12.04 LTS / 14.04 LTS / 15.04 / 15.10 : python-django vulnerability,CVE-2015-8213,qualys-12370,Apache Axis2/Java modules Cross-Site Scripting Vulnerability,CVE-2010-2103,0.7266666666666666
nessus-87066,Ubuntu 14.04 LTS / 15.04 / 15.10 : icedtea-web vulnerabilities (USN-2817-1),"CVE-2015-5234, CVE-2015-5235",qualys-150163,Apache Struts Multiple Remote Code Execution Vulnerabilities (S2-015),"CVE-2013-2134, CVE-2013-2135",0.7133333333333333
nessus-87067,CentOS 5 / 6 / 7 : thunderbird,"CVE-2015-4513, CVE-2015-7189, CVE-2015-7193, CVE-2015-7197, CVE-2015-7198, CVE-2015-7199, CVE-2015-7200",qualys-370409,PACTware Denial of Service Vulnerability,CVE-2015-0989,0.6333333333333333
nessus-87068,Debian DLA-347-1 : putty security update,CVE-2015-5309,qualys-370409,PACTware Denial of Service Vulnerability,CVE-2015-0989,0.7133333333333334
